step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
372,323648,5952,0.018881821578286,1.0,1.0,,,,,,,,,
373,324560,5968,0.015296788937446876,0.9375,0.9375,,,,,,,,,
374,325600,5984,0.014466480103815798,1.0,1.0,,,,,,,,,
375,326640,6000,0.012380968537625742,1.0,1.0,,,,,,,,,
376,327552,6016,0.014687733971251355,1.0,1.0,,,,,,,,,
377,328336,6032,0.020933389190245556,0.875,0.875,0.016904694462813015,1.0,1.0,,,,,,
378,329120,6048,0.014992836238613494,1.0,1.0,,,,,,,,,
379,330032,6064,0.018518720471343054,1.0,1.0,,,,,,,,,
380,330944,6080,0.017331299955814606,1.0,1.0,,,,,,,,,
381,331600,6096,0.025300860126191947,0.875,0.875,,,,,,,,,
382,332640,6112,0.013743982873239705,1.0,1.0,,,,,,,,,
383,333552,6128,0.014063894531468982,1.0,1.0,,,,,,,,,
384,334464,6144,0.016648295447342646,1.0,1.0,,,,,,,,,
385,335376,6160,0.01735420476334732,1.0,1.0,0.0142022122796478,1.0,1.0,,,,,,
386,336288,6176,0.021294980710839094,0.9375,0.9375,,,,,,,,,
387,337200,6192,0.014289732973293985,1.0,1.0,,,,,,,,,
388,337984,6208,0.0183007870844898,0.9375,0.9375,,,,,,,,,
389,338896,6224,0.013977304304870425,1.0,1.0,,,,,,,,,
390,339552,6240,0.019933701311670177,1.0,1.0,,,,,,,,,
391,340336,6256,0.017180141983520896,1.0,1.0,,,,,,,,,
392,341376,6272,0.017615489343999043,1.0,1.0,,,,,,,,,
393,342160,6288,0.018106784708940418,1.0,1.0,0.014337725448400604,1.0,1.0,,,,,,
394,342944,6304,0.01742600202297382,0.9375,0.9375,,,,,,,,,
395,343984,6320,0.01855749925646968,1.0,1.0,,,,,,,,,
396,344640,6336,0.01622439944093435,1.0,1.0,,,,,,,,,
397,345552,6352,0.015466715436448095,0.9375,0.9375,,,,,,,,,
398,346464,6368,0.016402152584624415,0.9375,0.9375,,,,,,,,,
399,347120,6384,0.020300391340720352,1.0,1.0,,,,,,,,,
400,347904,6400,0.01802903436496043,0.9375,0.9375,,,,,,,,,
401,348944,6416,0.01714723357968708,0.9375,0.9375,0.015654449791688306,1.0,1.0,,,,,,
402,349600,6432,0.02631141603149479,0.9375,0.9375,,,,,,,,,
403,350512,6448,0.014143298723668636,0.9375,0.9375,,,,,,,,,
404,351552,6464,0.013593677205265992,0.875,0.875,,,,,,,,,
405,352464,6480,0.017929180090387555,1.0,1.0,,,,,,,,,
406,353248,6496,0.020122326894984704,1.0,1.0,,,,,,,,,
407,354032,6512,0.022022554505036377,1.0,1.0,,,,,,,,,
408,354944,6528,0.019162480133819357,1.0,1.0,,,,,,,,,
409,356112,6544,0.012341179158968379,1.0,1.0,0.013679376165278053,1.0,1.0,,,,,,
410,357152,6560,0.015889380134567404,1.0,1.0,,,,,,,,,
411,357936,6576,0.012730901223832138,1.0,1.0,,,,,,,,,
412,358592,6592,0.021512182714634148,1.0,1.0,,,,,,,,,
413,359504,6608,0.015921407422193286,1.0,1.0,,,,,,,,,
414,360160,6624,0.024801322814734933,0.9375,0.9375,,,,,,,,,
415,361200,6640,0.015880954172450713,1.0,1.0,,,,,,,,,
416,361984,6656,0.013057191213521549,0.9375,0.9375,,,,,,,,,
417,362896,6672,0.017190947418481446,1.0,1.0,0.016394778917319285,1.0,1.0,,,,,,
418,363680,6688,0.016585191805897733,1.0,1.0,,,,,,,,,
419,364592,6704,0.01453988377007306,1.0,1.0,,,,,,,,,
420,365120,6720,0.018374158918278878,1.0,1.0,,,,,,,,,
421,366032,6736,0.01833122515208458,1.0,1.0,,,,,,,,,
422,366944,6752,0.01786802291119045,0.9375,0.9375,,,,,,,,,
423,367600,6768,0.0196129966341382,1.0,1.0,,,,,,,,,
424,368384,6784,0.022220941077251363,1.0,1.0,,,,,,,,,
425,369040,6800,0.016752061671350023,1.0,1.0,0.017747625163991237,1.0,1.0,,,,,,
426,369952,6816,0.0177450873196392,1.0,1.0,,,,,,,,,
427,370992,6832,0.012212193690037053,1.0,1.0,,,,,,,,,
428,371904,6848,0.015830325922233737,1.0,1.0,,,,,,,,,
429,372688,6864,0.01944181385589559,0.9375,0.9375,,,,,,,,,
430,373344,6880,0.021777154357082513,0.9375,0.9375,,,,,,,,,
431,374256,6896,0.01590105642016803,1.0,1.0,,,,,,,,,
432,374912,6912,0.016857775904092702,1.0,1.0,,,,,,,,,
433,375440,6928,0.017303531366977726,1.0,1.0,0.018071973930132115,1.0,1.0,,,,,,
434,376096,6944,0.018689193747996567,1.0,1.0,,,,,,,,,
435,376880,6960,0.014537995717528104,1.0,1.0,,,,,,,,,
436,377792,6976,0.013118169859431938,1.0,1.0,,,,,,,,,
437,378448,6992,0.01825191942137076,1.0,1.0,,,,,,,,,
438,379616,7008,0.013216591151516218,1.0,1.0,,,,,,,,,
439,380400,7024,0.019711133137914585,1.0,1.0,,,,,,,,,
440,381184,7040,0.013076742267295646,1.0,1.0,,,,,,,,,
441,381840,7056,0.018621506654095583,0.9375,0.9375,0.01564324636316314,1.0,1.0,,,,,,
442,382752,7072,0.016038405655505333,0.875,0.875,,,,,,,,,
443,383536,7088,0.018905672383275677,1.0,1.0,,,,,,,,,
444,384320,7104,0.01925425963928622,1.0,1.0,,,,,,,,,
445,385104,7120,0.0151873809707872,0.9375,0.9375,,,,,,,,,
446,385888,7136,0.01870367126768921,1.0,1.0,,,,,,,,,
447,386800,7152,0.015026835839732288,1.0,1.0,,,,,,,,,
448,387584,7168,0.015398731720381609,1.0,1.0,,,,,,,,,
449,388368,7184,0.017780408587149833,1.0,1.0,0.01488197667348345,1.0,1.0,,,,,,
450,389408,7200,0.01468992868513581,0.9375,0.9375,,,,,,,,,
451,390320,7216,0.013524883921075944,1.0,1.0,,,,,,,,,
452,391104,7232,0.020582792737021502,1.0,1.0,,,,,,,,,
453,392144,7248,0.011849624456368488,1.0,1.0,,,,,,,,,
454,393056,7264,0.014636743143354678,1.0,1.0,,,,,,,,,
455,394096,7280,0.01341167576547292,0.9375,0.9375,,,,,,,,,
456,395008,7296,0.01864087462921995,1.0,1.0,,,,,,,,,
457,396048,7312,0.01478361287279931,1.0,1.0,0.01438547444239475,1.0,1.0,,,,,,
458,396960,7328,0.030349040825648297,0.8125,0.8125,,,,,,,,,
459,398000,7344,0.016028008287557113,0.875,0.875,,,,,,,,,
460,398912,7360,0.014381645930344657,1.0,1.0,,,,,,,,,
461,399824,7376,0.02111936675266975,1.0,1.0,,,,,,,,,
462,400608,7392,0.017570112059588232,1.0,1.0,,,,,,,,,
463,401776,7408,0.014055729374481352,1.0,1.0,,,,,,,,,
464,402560,7424,0.020595562895715604,0.9375,0.9375,,,,,,,,,
465,403344,7440,0.01569338849748192,1.0,1.0,0.011629358286732271,1.0,1.0,,,,,,
466,404256,7456,0.016852227454475205,1.0,1.0,,,,,,,,,
467,405168,7472,0.017131210425998234,1.0,1.0,,,,,,,,,
468,406080,7488,0.014995316136684747,1.0,1.0,,,,,,,,,
469,406736,7504,0.01669264487598048,1.0,1.0,,,,,,,,,
470,407520,7520,0.017095733031743523,1.0,1.0,,,,,,,,,
471,408304,7536,0.018343771273177743,1.0,1.0,,,,,,,,,
472,409216,7552,0.015043720409000637,1.0,1.0,,,,,,,,,
473,410128,7568,0.017689204091311774,0.9375,0.9375,0.015931807220483023,1.0,1.0,,,,,,
474,411040,7584,0.016504824118487704,0.9375,0.9375,,,,,,,,,
475,411696,7600,0.0190370046431658,1.0,1.0,,,,,,,,,
476,412480,7616,0.01647194182967079,1.0,1.0,,,,,,,,,
477,413392,7632,0.01865009565922849,1.0,1.0,,,,,,,,,
478,414048,7648,0.018007222807919335,1.0,1.0,,,,,,,,,
479,414832,7664,0.014172751239646194,1.0,1.0,,,,,,,,,
480,415872,7680,0.014542277373546426,1.0,1.0,,,,,,,,,
481,417040,7696,0.012568535461689786,0.9375,0.9375,0.01597206097753163,1.0,1.0,,,,,,
482,418080,7712,0.018818695742882884,1.0,1.0,,,,,,,,,
483,418992,7728,0.015113486365737571,1.0,1.0,,,,,,,,,
484,419776,7744,0.019475101255339574,1.0,1.0,,,,,,,,,
485,420560,7760,0.023335156046026095,0.9375,0.9375,,,,,,,,,
486,421344,7776,0.017301264017958524,1.0,1.0,,,,,,,,,
487,422128,7792,0.015734669246698637,0.9375,0.9375,,,,,,,,,
488,422784,7808,0.021852302048629212,0.9375,0.9375,,,,,,,,,
489,423440,7824,0.018474437349919527,1.0,1.0,0.013590183511942938,1.0,1.0,,,,,,
490,424224,7840,0.021393283879586233,1.0,1.0,,,,,,,,,
491,425136,7856,0.014611762727997107,1.0,1.0,,,,,,,,,
492,425920,7872,0.01554014432339064,0.9375,0.9375,,,,,,,,,
493,426576,7888,0.018837268738548345,1.0,1.0,,,,,,,,,
494,427360,7904,0.018523291799091717,1.0,1.0,,,,,,,,,
495,428272,7920,0.011031819754568914,1.0,1.0,,,,,,,,,
496,429056,7936,0.019812388572458418,0.875,0.875,,,,,,,,,
497,429968,7952,0.013138008929949072,1.0,1.0,0.01781762213938935,1.0,1.0,,,,,,
498,431008,7968,0.01349624066818521,1.0,1.0,,,,,,,,,
499,431920,7984,0.015324571414923544,1.0,1.0,,,,,,,,,
500,432704,8000,0.01548785959089457,1.0,1.0,,,,,,,,,
501,433744,8016,0.012881327918022835,1.0,1.0,,,,,,,,,
502,434784,8032,0.014573853767118549,1.0,1.0,,,,,,,,,
503,435440,8048,0.022002674093913814,0.9375,0.9375,,,,,,,,,
504,436352,8064,0.016318742304789406,1.0,1.0,,,,,,,,,
505,437136,8080,0.02031643304839596,0.9375,0.9375,0.013882933638401644,1.0,1.0,,,,,,
506,437920,8096,0.016971435524570685,0.9375,0.9375,,,,,,,,,
507,438832,8112,0.015425410005983459,1.0,1.0,,,,,,,,,
508,439744,8128,0.013416315244469634,1.0,1.0,,,,,,,,,
509,440528,8144,0.015445605548909593,0.9375,0.9375,,,,,,,,,
510,441440,8160,0.01633816991901361,1.0,1.0,,,,,,,,,
511,442352,8176,0.014079450304271697,1.0,1.0,,,,,,,,,
512,443136,8192,0.016368252822407878,1.0,1.0,,,,,,,,,
513,444048,8208,0.016890215870555902,1.0,1.0,0.014863659552970886,1.0,1.0,,,,,,
514,444704,8224,0.020848788449426142,1.0,1.0,,,,,,,,,
515,445360,8240,0.020440553440590977,1.0,1.0,,,,,,,,,
516,446144,8256,0.016852917120768324,1.0,1.0,,,,,,,,,
517,446800,8272,0.01946890479090837,0.875,0.875,,,,,,,,,
518,447712,8288,0.012529507651800845,1.0,1.0,,,,,,,,,
519,448624,8304,0.018493526334257403,0.9375,0.9375,,,,,,,,,
520,449536,8320,0.015242391832849438,0.9375,0.9375,,,,,,,,,
521,450448,8336,0.016240578977039614,0.875,0.875,0.016121846908436783,1.0,1.0,,,,,,
522,451232,8352,0.015075991997011234,1.0,1.0,,,,,,,,,
523,452144,8368,0.013193923284877411,1.0,1.0,,,,,,,,,
524,452800,8384,0.02057506399781778,0.9375,0.9375,,,,,,,,,
525,453584,8400,0.01602873439374117,1.0,1.0,,,,,,,,,
526,454496,8416,0.014673328902070872,1.0,1.0,,,,,,,,,
527,455280,8432,0.02085389952624799,1.0,1.0,,,,,,,,,
528,456192,8448,0.01597765237012116,1.0,1.0,,,,,,,,,
529,457232,8464,0.014620273181174566,1.0,1.0,0.017166814354813726,1.0,1.0,,,,,,
530,458144,8480,0.01929283770230882,1.0,1.0,,,,,,,,,
531,459056,8496,0.01820366437490593,1.0,1.0,,,,,,,,,
532,459840,8512,0.015986137695851426,0.9375,0.9375,,,,,,,,,
533,460880,8528,0.015639881825096326,1.0,1.0,,,,,,,,,
534,461792,8544,0.016621938445228385,1.0,1.0,,,,,,,,,
535,462704,8560,0.01741697472387679,1.0,1.0,,,,,,,,,
536,463616,8576,0.016297013009738227,1.0,1.0,,,,,,,,,
537,464528,8592,0.01968230984402425,1.0,1.0,0.019808726171715196,1.0,1.0,,,,,,
538,465312,8608,0.017828117042214636,1.0,1.0,,,,,,,,,
539,466096,8624,0.015361541317939308,1.0,1.0,,,,,,,,,
540,467008,8640,0.016622769165142666,1.0,1.0,,,,,,,,,
541,467920,8656,0.016452768544318864,1.0,1.0,,,,,,,,,
542,468832,8672,0.015671797746681922,0.9375,0.9375,,,,,,,,,
543,469616,8688,0.01849242257262754,1.0,1.0,,,,,,,,,
544,470400,8704,0.016275635724842915,0.9375,0.9375,,,,,,,,,
545,471184,8720,0.0193731376747661,1.0,1.0,0.013387009352145793,1.0,1.0,,,,,,
546,471968,8736,0.01624432639793355,0.9375,0.9375,,,,,,,,,
547,473008,8752,0.018042759591225917,1.0,1.0,,,,,,,,,
548,473920,8768,0.017117247426740912,1.0,1.0,,,,,,,,,
549,474704,8784,0.021303640846795414,1.0,1.0,,,,,,,,,
550,475616,8800,0.01991694988012301,1.0,1.0,,,,,,,,,
551,476528,8816,0.012596076871735461,1.0,1.0,,,,,,,,,
552,477440,8832,0.016609756858941664,1.0,1.0,,,,,,,,,
553,478096,8848,0.017159660648609243,1.0,1.0,0.020863917636063007,0.9375,0.9375,,,,,,
554,478880,8864,0.020807291891339615,1.0,1.0,,,,,,,,,
555,479664,8880,0.014736305373374043,1.0,1.0,,,,,,,,,
556,480704,8896,0.014901026642646543,1.0,1.0,,,,,,,,,
557,481616,8912,0.016506812506956,1.0,1.0,,,,,,,,,
558,482528,8928,0.021082608226239148,1.0,1.0,,,,,,,,,
559,483568,8944,0.014952553292910481,0.9375,0.9375,,,,,,,,,
560,484480,8960,0.017601011463869116,0.9375,0.9375,,,,,,,,,
561,485392,8976,0.018756396170057598,0.9375,0.9375,0.01948333704885812,1.0,1.0,,,,,,
562,486176,8992,0.017745307267880053,1.0,1.0,,,,,,,,,
563,487088,9008,0.016579268612816885,0.9375,0.9375,,,,,,,,,
564,488000,9024,0.014608087837247583,1.0,1.0,,,,0.9990000128746033,0.9980544747081712,1.0,1.0,1.0,0.9990262901655307
565,488912,9040,0.013554017529134228,1.0,1.0,,,,,,,,,
566,489824,9056,0.014374777436227728,1.0,1.0,,,,,,,,,
567,490608,9072,0.012994191430729057,1.0,1.0,,,,,,,,,
568,491520,9088,0.013217008761991127,1.0,1.0,,,,,,,,,
569,492560,9104,0.016826067944210127,1.0,1.0,0.020435945930097205,1.0,1.0,,,,,,
570,493344,9120,0.015391993807942775,1.0,1.0,,,,,,,,,
571,494384,9136,0.01474264385007885,0.9375,0.9375,,,,,,,,,
572,495296,9152,0.022025803854521818,0.875,0.875,,,,,,,,,
573,496080,9168,0.020429649684042966,1.0,1.0,,,,,,,,,
574,496864,9184,0.019999687320221348,0.9375,0.9375,,,,,,,,,
575,497776,9200,0.016063906682077637,1.0,1.0,,,,,,,,,
576,498432,9216,0.018025933275369086,0.875,0.875,,,,,,,,,
577,499472,9232,0.015052388645654205,1.0,1.0,0.017042480729432916,1.0,1.0,,,,,,
578,500384,9248,0.0210649477416469,1.0,1.0,,,,,,,,,
579,501424,9264,0.01358823703971357,1.0,1.0,,,,,,,,,
580,502336,9280,0.012714532885854625,1.0,1.0,,,,,,,,,
581,503120,9296,0.016974726469260588,1.0,1.0,,,,,,,,,
582,503904,9312,0.012846682947057484,1.0,1.0,,,,,,,,,
583,504688,9328,0.01451420782655539,1.0,1.0,,,,,,,,,
584,505600,9344,0.012912804579909952,1.0,1.0,,,,,,,,,
585,506384,9360,0.018050455699253714,1.0,1.0,0.013022811839142808,1.0,1.0,,,,,,
586,507040,9376,0.016345621105578176,1.0,1.0,,,,,,,,,
587,508080,9392,0.01559747855301593,1.0,1.0,,,,,,,,,
588,508992,9408,0.017270843600572378,1.0,1.0,,,,,,,,,
589,509776,9424,0.01663593987838321,1.0,1.0,,,,,,,,,
590,510688,9440,0.01502476340204729,1.0,1.0,,,,,,,,,
591,511600,9456,0.01458079257683567,1.0,1.0,,,,,,,,,
592,512384,9472,0.0168503679071551,1.0,1.0,,,,,,,,,
593,513168,9488,0.019254383788135716,1.0,1.0,0.015103854892554858,1.0,1.0,,,,,,
594,514080,9504,0.01876241987014818,0.9375,0.9375,,,,,,,,,
595,514864,9520,0.016894404573053474,1.0,1.0,,,,,,,,,
596,515776,9536,0.014613057222474718,1.0,1.0,,,,,,,,,
597,516688,9552,0.01609248675339891,0.9375,0.9375,,,,,,,,,
598,517856,9568,0.015220804833938109,1.0,1.0,,,,,,,,,
599,519024,9584,0.012803153924506856,1.0,1.0,,,,,,,,,
600,519680,9600,0.014362918204508588,0.9375,0.9375,,,,,,,,,
601,520336,9616,0.017228475811892168,1.0,1.0,0.012833360393960738,1.0,1.0,,,,,,
602,520992,9632,0.018273074232806323,1.0,1.0,,,,,,,,,
603,522032,9648,0.013707421823258273,1.0,1.0,,,,,,,,,
604,522944,9664,0.01786126446003668,0.9375,0.9375,,,,,,,,,
605,523856,9680,0.02032778011579272,1.0,1.0,,,,,,,,,
606,524768,9696,0.017679749975884635,1.0,1.0,,,,,,,,,
607,525552,9712,0.017510244163215373,1.0,1.0,,,,,,,,,
608,526336,9728,0.01598290198140584,1.0,1.0,,,,,,,,,
609,527120,9744,0.017732385027735043,0.9375,0.9375,0.01707568511048789,1.0,1.0,,,,,,
610,528032,9760,0.02666060675726076,0.9375,0.9375,,,,,,,,,
611,528816,9776,0.018918403031127157,0.9375,0.9375,,,,,,,,,
612,529728,9792,0.014998946413253651,1.0,1.0,,,,,,,,,
613,530640,9808,0.018629714217247677,0.9375,0.9375,,,,,,,,,
614,531424,9824,0.014114763364741519,1.0,1.0,,,,,,,,,
615,532208,9840,0.017546783929039595,0.9375,0.9375,,,,,,,,,
616,532864,9856,0.02067466650598635,1.0,1.0,,,,,,,,,
617,533392,9872,0.021423148141427793,0.9375,0.9375,0.017494508748856295,1.0,1.0,,,,,,
618,534176,9888,0.01680737067200558,1.0,1.0,,,,,,,,,
619,534960,9904,0.01664294370671579,1.0,1.0,,,,,,,,,
620,535872,9920,0.015867844443732796,1.0,1.0,,,,,,,,,
621,536528,9936,0.0238052062196125,0.875,0.875,,,,,,,,,
622,537184,9952,0.015734706125580263,1.0,1.0,,,,,,,,,
623,537968,9968,0.01613328566315753,1.0,1.0,,,,,,,,,
624,538880,9984,0.016032466225708666,0.875,0.875,,,,,,,,,
625,539792,10000,0.016595767671183728,1.0,1.0,0.013615904725609848,1.0,1.0,,,,,,
626,540576,10016,0.01799779760355894,1.0,1.0,,,,,,,,,
627,541488,10032,0.014447804071001056,1.0,1.0,,,,,,,,,
628,542144,10048,0.021978814805995853,0.9375,0.9375,,,,,,,,,
629,542928,10064,0.015488103884976187,0.875,0.875,,,,,,,,,
630,543968,10080,0.016309140239587235,1.0,1.0,,,,,,,,,
631,544752,10096,0.016427227462220344,1.0,1.0,,,,,,,,,
632,545792,10112,0.013403165351321319,0.875,0.875,,,,,,,,,
633,546704,10128,0.01607789821551218,1.0,1.0,0.014409483723218841,0.9375,0.9375,,,,,,
634,547616,10144,0.016546705423411856,1.0,1.0,,,,,,,,,
635,548400,10160,0.016065000820696392,0.9375,0.9375,,,,,,,,,
636,549184,10176,0.01838604540208943,1.0,1.0,,,,,,,,,
637,550096,10192,0.014918748946055951,0.9375,0.9375,,,,,,,,,
638,551008,10208,0.016858539218917647,1.0,1.0,,,,,,,,,
639,551664,10224,0.016141014751105784,1.0,1.0,,,,,,,,,
640,552448,10240,0.01621095745558743,1.0,1.0,,,,,,,,,
641,553360,10256,0.016036288191039114,1.0,1.0,0.016520880580573966,1.0,1.0,,,,,,
642,554016,10272,0.01878164765561792,1.0,1.0,,,,,,,,,
643,554800,10288,0.01712804499147808,1.0,1.0,,,,,,,,,
644,555712,10304,0.017394141739998113,0.9375,0.9375,,,,,,,,,
645,556752,10320,0.013736229203829426,1.0,1.0,,,,,,,,,
646,557408,10336,0.019179487538822287,1.0,1.0,,,,,,,,,
647,558448,10352,0.015892756977919902,1.0,1.0,,,,,,,,,
648,559104,10368,0.02148193773128014,1.0,1.0,,,,,,,,,
649,559760,10384,0.022771937554160106,1.0,1.0,0.01669563753012418,1.0,1.0,,,,,,
650,560544,10400,0.01816490902258901,1.0,1.0,,,,,,,,,
651,561328,10416,0.01614785550078087,1.0,1.0,,,,,,,,,
652,562112,10432,0.01472075321060648,0.9375,0.9375,,,,,,,,,
653,563024,10448,0.015913642225905928,1.0,1.0,,,,,,,,,
654,564064,10464,0.013458174747097047,0.9375,0.9375,,,,,,,,,
655,564976,10480,0.016589686869548034,0.9375,0.9375,,,,,,,,,
656,565888,10496,0.017575600854335516,1.0,1.0,,,,,,,,,
657,566800,10512,0.014570401274999287,1.0,1.0,0.013488616802080255,1.0,1.0,,,,,,
658,567712,10528,0.015840640992947862,1.0,1.0,,,,,,,,,
659,568624,10544,0.01625619735078317,1.0,1.0,,,,,,,,,
660,569664,10560,0.01582852564887773,1.0,1.0,,,,,,,,,
661,570448,10576,0.016197857449772642,1.0,1.0,,,,,,,,,
662,571232,10592,0.018903999837489683,1.0,1.0,,,,,,,,,
663,572016,10608,0.01776273367397645,1.0,1.0,,,,,,,,,
664,572800,10624,0.014378980866095315,1.0,1.0,,,,,,,,,
665,573584,10640,0.015771582974946532,1.0,1.0,0.013597594963206283,1.0,1.0,,,,,,
666,574624,10656,0.013771351575096843,0.9375,0.9375,,,,,,,,,
667,575280,10672,0.01342315087441682,1.0,1.0,,,,,,,,,
668,576064,10688,0.018471992496063006,1.0,1.0,,,,,,,,,
669,577104,10704,0.014212316940754022,1.0,1.0,,,,,,,,,
670,578016,10720,0.019060411436439124,0.9375,0.9375,,,,,,,,,
671,578928,10736,0.018667543231991646,0.9375,0.9375,,,,,,,,,
672,579840,10752,0.014374478179951784,1.0,1.0,,,,,,,,,
673,580496,10768,0.0179385196853774,1.0,1.0,0.013471995363543921,1.0,1.0,,,,,,
674,581408,10784,0.01766932658106985,1.0,1.0,,,,,,,,,
675,582192,10800,0.01922524697014789,1.0,1.0,,,,,,,,,
676,582976,10816,0.015670330237078454,1.0,1.0,,,,,,,,,
677,583760,10832,0.01741005745645424,1.0,1.0,,,,,,,,,
678,584672,10848,0.013225597077607178,1.0,1.0,,,,,,,,,
679,585712,10864,0.014392627171497521,1.0,1.0,,,,,,,,,
680,586496,10880,0.014826378006071556,0.9375,0.9375,,,,,,,,,
681,587280,10896,0.0187301352747474,1.0,1.0,0.015441906842756054,1.0,1.0,,,,,,
682,588192,10912,0.019676217423240213,1.0,1.0,,,,,,,,,
683,588848,10928,0.031049302763366992,0.9375,0.9375,,,,,,,,,
684,589760,10944,0.015634044205357245,1.0,1.0,,,,,,,,,
685,590672,10960,0.01373349812855021,1.0,1.0,,,,,,,,,
686,591456,10976,0.01496651283347584,0.9375,0.9375,,,,,,,,,
687,592240,10992,0.014872529031313966,1.0,1.0,,,,,,,,,
688,593152,11008,0.016327405568576817,0.9375,0.9375,,,,,,,,,
689,594064,11024,0.016592197372777458,1.0,1.0,0.016931181228476363,1.0,1.0,,,,,,
690,594848,11040,0.01667680399184718,1.0,1.0,,,,,,,,,
691,595632,11056,0.015151080277981158,1.0,1.0,,,,,,,,,
692,596416,11072,0.013954533252895371,1.0,1.0,,,,,,,,,
693,597072,11088,0.020376892028051544,1.0,1.0,,,,,,,,,
694,597728,11104,0.017650601410678063,1.0,1.0,,,,,,,,,
695,598640,11120,0.016916414230493126,1.0,1.0,,,,,,,,,
696,599552,11136,0.017317432808060206,1.0,1.0,,,,,,,,,
697,600336,11152,0.018404281553450422,1.0,1.0,0.0177061489242826,1.0,1.0,,,,,,
698,601120,11168,0.01951290431585619,1.0,1.0,,,,,,,,,
699,601904,11184,0.015187506149436559,1.0,1.0,,,,,,,,,
700,602688,11200,0.015802658128056164,1.0,1.0,,,,,,,,,
701,603344,11216,0.021646759950467866,1.0,1.0,,,,,,,,,
702,604000,11232,0.014599071944878006,1.0,1.0,,,,,,,,,
703,604784,11248,0.019558073927970366,1.0,1.0,,,,,,,,,
704,605696,11264,0.014325910507867955,0.9375,0.9375,,,,,,,,,
705,606480,11280,0.020676939938236955,0.9375,0.9375,0.020013211581645582,1.0,1.0,,,,,,
706,607392,11296,0.013526174295211319,0.9375,0.9375,,,,,,,,,
707,608176,11312,0.018312556002769518,1.0,1.0,,,,,,,,,
708,609088,11328,0.016825635717618102,1.0,1.0,,,,,,,,,
709,610000,11344,0.02114990072724538,1.0,1.0,,,,,,,,,
710,610784,11360,0.016745213159954253,1.0,1.0,,,,,,,,,
711,611824,11376,0.014005303480534793,1.0,1.0,,,,,,,,,
712,612736,11392,0.01303731508147507,1.0,1.0,,,,,,,,,
713,613520,11408,0.017945809127207325,1.0,1.0,0.016627735371214196,1.0,1.0,,,,,,
714,614432,11424,0.012699507040695153,1.0,1.0,,,,,,,,,
715,615216,11440,0.018888062875258432,1.0,1.0,,,,,,,,,
716,616000,11456,0.01776248428880422,1.0,1.0,,,,,,,,,
717,616912,11472,0.01572066618980143,1.0,1.0,,,,,,,,,
718,617696,11488,0.022540662497557287,1.0,1.0,,,,,,,,,
719,618480,11504,0.01626716189699304,0.875,0.875,,,,,,,,,
720,619136,11520,0.014845454556022333,0.9375,0.9375,,,,,,,,,
721,620048,11536,0.018136703329578348,1.0,1.0,0.016177079158092057,1.0,1.0,,,,,,
722,620960,11552,0.01928269638587612,0.9375,0.9375,,,,,,,,,
723,622000,11568,0.012843690648979448,1.0,1.0,,,,,,,,,
724,622656,11584,0.018625684408693926,1.0,1.0,,,,,,,,,
725,623440,11600,0.017788092933600032,0.875,0.875,,,,,,,,,
726,624352,11616,0.01532457714710753,0.9375,0.9375,,,,,,,,,
727,625136,11632,0.018990947273610646,1.0,1.0,,,,,,,,,
728,626304,11648,0.013547043566912798,0.9375,0.9375,,,,,,,,,
729,627344,11664,0.014670875127394468,1.0,1.0,0.013741039627259434,1.0,1.0,,,,,,
730,628256,11680,0.017002716597748498,0.9375,0.9375,,,,,,,,,
731,629296,11696,0.014179155423987738,1.0,1.0,,,,,,,,,
732,630208,11712,0.01924094260330134,0.9375,0.9375,,,,,,,,,
733,630992,11728,0.018793618478653875,1.0,1.0,,,,,,,,,
734,631904,11744,0.01892366763158285,1.0,1.0,,,,,,,,,
735,632944,11760,0.01232768385477428,1.0,1.0,,,,,,,,,
736,633728,11776,0.01893645066657863,0.9375,0.9375,,,,,,,,,
737,634640,11792,0.017913985047102298,1.0,1.0,0.016507803854031763,1.0,1.0,,,,,,
738,635552,11808,0.013290916493294683,1.0,1.0,,,,,,,,,
739,636336,11824,0.017952357050820305,0.9375,0.9375,,,,,,,,,
740,637120,11840,0.016088956978474112,1.0,1.0,,,,,,,,,
741,637904,11856,0.019773411226870274,0.9375,0.9375,,,,,,,,,
742,638816,11872,0.015443106429028228,0.875,0.875,,,,,,,,,
743,639728,11888,0.013237093528644795,1.0,1.0,,,,,,,,,
744,640512,11904,0.017138428765102798,1.0,1.0,,,,,,,,,
745,641296,11920,0.015789173159929296,1.0,1.0,0.01383989763870858,1.0,1.0,,,,,,
746,642336,11936,0.014078185130797678,1.0,1.0,,,,,,,,,
747,642992,11952,0.01700518279272046,1.0,1.0,,,,,,,,,
748,643648,11968,0.018623185883418956,0.9375,0.9375,,,,,,,,,
749,644432,11984,0.018014801625257728,1.0,1.0,,,,,,,,,
750,645216,12000,0.014499674936341808,1.0,1.0,,,,,,,,,
751,646256,12016,0.015342039431273734,1.0,1.0,,,,,,,,,
752,647168,12032,0.014029119502573947,0.9375,0.9375,,,,,,,,,
753,648208,12048,0.013749053840495016,1.0,1.0,0.0181320009326204,1.0,1.0,,,,,,
