step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
28,24000,448,0.03352626384224192,0.75,0.75,,,,,,,,,
29,24784,464,0.04472517983419607,0.75,0.75,,,,,,,,,
30,25696,480,0.03595509029967121,0.625,0.625,,,,,,,,,
31,26480,496,0.04024801357253599,0.75,0.75,,,,,,,,,
32,27264,512,0.039016086436092605,0.8125,0.8125,,,,,,,,,
33,28176,528,0.03281150959081992,0.75,0.75,0.03469462777400776,0.875,0.875,,,,,,
34,29088,544,0.03308438416822672,0.6875,0.6875,,,,,,,,,
35,29744,560,0.05089288330373415,0.625,0.625,,,,,,,,,
36,30400,576,0.04231771342027013,0.8125,0.8125,,,,,,,,,
37,31312,592,0.033849717123113444,0.8125,0.8125,,,,,,,,,
38,32352,608,0.033071631899468844,0.625,0.625,,,,,,,,,
39,33136,624,0.033091719753603616,0.875,0.875,,,,,,,,,
40,34048,640,0.03129706120165857,0.8125,0.8125,,,,,,,,,
41,34960,656,0.034566353065749074,1.0,1.0,0.03118158766522962,0.75,0.75,,,,,,
42,35872,672,0.027640574481550047,0.875,0.875,,,,,,,,,
43,36784,688,0.03129411725182081,0.8125,0.8125,,,,,,,,,
44,37568,704,0.03561419914408626,0.8125,0.8125,,,,,,,,,
45,38608,720,0.026951281713514418,0.9375,0.9375,,,,,,,,,
46,39392,736,0.030383604635902273,0.8125,0.8125,,,,,,,,,
47,40304,752,0.03311148157092784,0.875,0.875,,,,,,,,,
48,41088,768,0.03226195272638014,0.9375,0.9375,,,,,,,,,
49,42000,784,0.030924775601795806,0.6875,0.6875,0.030777438687649282,0.875,0.875,,,,,,
50,42784,800,0.024948602057423653,1.0,1.0,,,,,,,,,
51,43696,816,0.03208178120097744,0.75,0.75,,,,,,,,,
52,44608,832,0.02688258562252713,0.875,0.875,,,,,,,,,
53,45392,848,0.02662556408534404,0.875,0.875,,,,,,,,,
54,46176,864,0.030772255129447406,1.0,1.0,,,,,,,,,
55,46832,880,0.03022952348707758,1.0,1.0,,,,,,,,,
56,47744,896,0.03768882062928697,0.75,0.75,,,,,,,,,
57,48528,912,0.027128296784339156,0.9375,0.9375,0.018602544439277155,1.0,1.0,,,,,,
58,49568,928,0.022175330074373962,1.0,1.0,,,,,,,,,
59,50352,944,0.02387443483615243,1.0,1.0,,,,,,,,,
60,51392,960,0.029577744824106703,0.875,0.875,,,,,,,,,
61,52176,976,0.0321357518637448,0.875,0.875,,,,,,,,,
62,52960,992,0.026815049410520823,1.0,1.0,,,,,,,,,
63,54128,1008,0.02124468975117199,1.0,1.0,,,,,,,,,
64,55296,1024,0.02074154795795165,1.0,1.0,,,,,,,,,
65,56208,1040,0.023444975335866206,1.0,1.0,0.030569265140478398,0.9375,0.9375,,,,,,
66,57120,1056,0.020509463235443292,1.0,1.0,,,,,,,,,
67,57904,1072,0.028809074839410115,1.0,1.0,,,,,,,,,
68,58816,1088,0.024531482739736574,1.0,1.0,,,,,,,,,
69,59472,1104,0.029818218443142547,0.9375,0.9375,,,,,,,,,
70,60512,1120,0.02155086438479856,1.0,1.0,,,,,,,,,
71,61168,1136,0.026812593945865954,0.875,0.875,,,,,,,,,
72,61952,1152,0.027414760754231035,1.0,1.0,,,,,,,,,
73,62864,1168,0.025477364599114483,0.9375,0.9375,0.01989469005752511,1.0,1.0,,,,,,
74,63904,1184,0.020180293788845637,1.0,1.0,,,,,,,,,
75,64688,1200,0.029347331702065844,0.875,0.875,,,,,,,,,
76,65472,1216,0.0310832868537284,1.0,1.0,,,,,,,,,
77,66384,1232,0.019467696116155692,0.875,0.875,,,,,,,,,
78,67168,1248,0.02340560299627252,1.0,1.0,,,,,,,,,
79,68080,1264,0.021175068342369548,1.0,1.0,,,,,,,,,
80,68864,1280,0.02180098830353624,1.0,1.0,,,,,,,,,
81,69648,1296,0.026029553299109314,0.9375,0.9375,0.0252919433108348,1.0,1.0,,,,,,
82,70816,1312,0.01742682401005545,1.0,1.0,,,,,,,,,
83,71728,1328,0.021739116566104718,1.0,1.0,,,,,,,,,
84,72512,1344,0.021080208902071722,1.0,1.0,,,,,,,,,
85,73552,1360,0.021652117284675677,1.0,1.0,,,,,,,,,
86,74464,1376,0.02310092471870218,1.0,1.0,,,,,,,,,
87,75248,1392,0.021428514547041384,1.0,1.0,,,,,,,,,
88,76032,1408,0.028849687082092717,0.9375,0.9375,,,,,,,,,
89,76944,1424,0.022746931909476707,0.9375,0.9375,0.025596465709254515,1.0,1.0,,,,,,
90,77728,1440,0.020633796190165487,0.9375,0.9375,,,,,,,,,
91,78512,1456,0.018579447158828467,0.9375,0.9375,,,,,,,,,
92,79680,1472,0.017666362349140298,0.875,0.875,,,,,,,,,
93,80464,1488,0.021467780909121454,0.9375,0.9375,,,,,,,,,
94,81120,1504,0.028016306793535478,1.0,1.0,,,,,,,,,
95,81904,1520,0.025200293876318936,1.0,1.0,,,,,,,,,
96,82816,1536,0.021052691318185938,1.0,1.0,,,,,,,,,
97,83728,1552,0.02380736941190077,1.0,1.0,0.019122037062544325,1.0,1.0,,,,,,
98,84512,1568,0.023114267017586673,1.0,1.0,,,,,,,,,
99,85168,1584,0.027116497581268058,1.0,1.0,,,,,,,,,
100,86336,1600,0.01994318962522003,0.9375,0.9375,,,,,,,,,
101,87248,1616,0.021568314783978946,1.0,1.0,,,,,,,,,
102,88288,1632,0.018820058417367135,0.9375,0.9375,,,,,,,,,
103,89200,1648,0.021058954583589053,1.0,1.0,,,,,,,,,
104,90240,1664,0.022064499269467318,1.0,1.0,,,,,,,,,
105,90768,1680,0.027108273928756716,1.0,1.0,0.02090205732229476,1.0,1.0,,,,,,
106,91680,1696,0.026708549031880986,1.0,1.0,,,,,,,,,
107,92464,1712,0.035940931637759,0.9375,0.9375,,,,,,,,,
108,93376,1728,0.01914487342069931,1.0,1.0,,,,,,,,,
109,94416,1744,0.019160020875715417,1.0,1.0,,,,,,,,,
110,95328,1760,0.020917105158847073,1.0,1.0,,,,,,,,,
111,96112,1776,0.0227730050695709,1.0,1.0,,,,,,,,,
112,97024,1792,0.021221023636480495,1.0,1.0,,,,,,,,,
113,98064,1808,0.02059375060310004,1.0,1.0,0.01758221108804605,1.0,1.0,,,,,,
114,98976,1824,0.024632752510403533,1.0,1.0,,,,,,,,,
115,99760,1840,0.018924194481404207,1.0,1.0,,,,,,,,,
116,100800,1856,0.020239198632477837,0.9375,0.9375,,,,,,,,,
117,101584,1872,0.02400346351465638,0.9375,0.9375,,,,,,,,,
118,102624,1888,0.01683882466491582,0.9375,0.9375,,,,,,,,,
119,103536,1904,0.021831512596178465,0.9375,0.9375,,,,,,,,,
120,104448,1920,0.02050696900752492,1.0,1.0,,,,,,,,,
121,105104,1936,0.022006907068469448,1.0,1.0,0.015890164575828862,1.0,1.0,,,,,,
122,105888,1952,0.023041534058917627,0.9375,0.9375,,,,,,,,,
123,106928,1968,0.01761657451399202,0.9375,0.9375,,,,,,,,,
124,107840,1984,0.017637860874860314,1.0,1.0,,,,,,,,,
125,108624,2000,0.023094235786289802,1.0,1.0,,,,,,,,,
126,109536,2016,0.02286886452453733,0.9375,0.9375,,,,,,,,,
127,110320,2032,0.02436360155376557,1.0,1.0,,,,,,,,,
128,111104,2048,0.025234362885538913,1.0,1.0,,,,,,,,,
129,112016,2064,0.020942708808412525,1.0,1.0,0.01615215997119302,1.0,1.0,,,,,,
130,112800,2080,0.023200848575498492,1.0,1.0,,,,,,,,,
131,113840,2096,0.01907502977755712,0.9375,0.9375,,,,,,,,,
132,114624,2112,0.02188601123231365,0.9375,0.9375,,,,,,,,,
133,115536,2128,0.020566278534643708,1.0,1.0,,,,,,,,,
134,116576,2144,0.01681822928222971,1.0,1.0,,,,,,,,,
135,117360,2160,0.021241433955316705,1.0,1.0,,,,,,,,,
136,118272,2176,0.020569581468914428,1.0,1.0,,,,,,,,,
137,119184,2192,0.02068225103884028,1.0,1.0,0.018996494694408735,1.0,1.0,,,,,,
138,120096,2208,0.01659832461498224,1.0,1.0,,,,,,,,,
139,121008,2224,0.017154541671690955,0.9375,0.9375,,,,,,,,,
140,122048,2240,0.015301199694502401,0.9375,0.9375,,,,,,,,,
141,122960,2256,0.01852909102306772,0.9375,0.9375,,,,,,,,,
142,123872,2272,0.02451343263745685,1.0,1.0,,,,,,,,,
143,124528,2288,0.023018524056007208,1.0,1.0,,,,,,,,,
144,125440,2304,0.020039175468079977,1.0,1.0,,,,,,,,,
145,126352,2320,0.020850895856076475,0.9375,0.9375,0.02242683233747281,1.0,1.0,,,,,,
146,127392,2336,0.01830586467688505,1.0,1.0,,,,,,,,,
147,128432,2352,0.017061711041898207,0.9375,0.9375,,,,,,,,,
148,129088,2368,0.02411312156612439,0.9375,0.9375,,,,,,,,,
149,130000,2384,0.024576017503660685,0.9375,0.9375,,,,,,,,,
150,130784,2400,0.022128256652710742,1.0,1.0,,,,,,,,,
151,131696,2416,0.022413770521970623,1.0,1.0,,,,,,,,,
152,132608,2432,0.021364485572030387,0.875,0.875,,,,,,,,,
153,133520,2448,0.021707524899673397,0.875,0.875,0.019916997385397348,1.0,1.0,,,,,,
154,134432,2464,0.020104703691920998,0.9375,0.9375,,,,,,,,,
155,135216,2480,0.020186023425143276,0.9375,0.9375,,,,,,,,,
156,136128,2496,0.018921701605260882,1.0,1.0,,,,,,,,,
157,136656,2512,0.026710973346066567,1.0,1.0,,,,,,,,,
158,137312,2528,0.026250434085973207,1.0,1.0,,,,,,,,,
159,138352,2544,0.01997600777083875,1.0,1.0,,,,,,,,,
160,139264,2560,0.01728162622180467,1.0,1.0,,,,,,,,,
161,140048,2576,0.019170742771436457,1.0,1.0,0.017124112692193875,1.0,1.0,,,,,,
162,141088,2592,0.016702172783321884,1.0,1.0,,,,,,,,,
163,142000,2608,0.018096559111386995,1.0,1.0,,,,,,,,,
164,142912,2624,0.018809549814815064,1.0,1.0,,,,,,,,,
165,143696,2640,0.02200184934530701,1.0,1.0,,,,,,,,,
166,144736,2656,0.01871749399771005,1.0,1.0,,,,,,,,,
167,145776,2672,0.018464938837580575,1.0,1.0,,,,,,,,,
168,146560,2688,0.023027556114104758,1.0,1.0,,,,,,,,,
169,147216,2704,0.02683615948448369,1.0,1.0,0.01195491619396004,1.0,1.0,,,,,,
170,148000,2720,0.02221889211367473,1.0,1.0,,,,,,,,,
171,149040,2736,0.019042978248768352,0.9375,0.9375,,,,,,,,,
172,149952,2752,0.01658338129700951,0.9375,0.9375,,,,,,,,,
173,150736,2768,0.02304689425179959,1.0,1.0,,,,,,,,,
174,151648,2784,0.021564674651711878,0.9375,0.9375,,,,,,,,,
175,152688,2800,0.01762409109269143,0.9375,0.9375,,,,,,,,,
176,153472,2816,0.020210963553786696,0.9375,0.9375,,,,,,,,,
177,154256,2832,0.02234905601214526,1.0,1.0,0.02437029336384171,1.0,1.0,,,,,,
178,154912,2848,0.02542310072661303,1.0,1.0,,,,,,,,,
179,155824,2864,0.0222131100410985,0.9375,0.9375,,,,,,,,,
180,156736,2880,0.021489295666840134,1.0,1.0,,,,,,,,,
181,157648,2896,0.015490527627845427,1.0,1.0,,,,,,,,,
182,158432,2912,0.014961906157105886,0.9375,0.9375,,,,,,,,,
183,159600,2928,0.016994389364978005,1.0,1.0,,,,,,,,,
184,160512,2944,0.022609423501854572,0.9375,0.9375,,,,,,,,,
185,161424,2960,0.025457596598195263,1.0,1.0,0.018706370606688928,1.0,1.0,,,,,,
186,162208,2976,0.0200489503825429,1.0,1.0,,,,,,,,,
187,162992,2992,0.02194902799309148,0.9375,0.9375,,,,,,,,,
188,163776,3008,0.025869990289531113,0.9375,0.9375,,,,,,,,,
189,164560,3024,0.02133484563382505,1.0,1.0,,,,,,,,,
190,165472,3040,0.02035582855445455,1.0,1.0,,,,,,,,,
191,166384,3056,0.01875451800211749,1.0,1.0,,,,,,,,,
192,167168,3072,0.018568984069479485,1.0,1.0,,,,,,,,,
193,168208,3088,0.015321905963284622,1.0,1.0,0.020715041701452414,1.0,1.0,,,,,,
194,168992,3104,0.016831608178833148,1.0,1.0,,,,,,,,,
195,169776,3120,0.024503771717186287,0.9375,0.9375,,,,,,,,,
196,170688,3136,0.02051007793549096,1.0,1.0,,,,,,,,,
197,171600,3152,0.015380272647388277,1.0,1.0,,,,,,,,,
198,172256,3168,0.02144230806015594,1.0,1.0,,,,,,,,,
199,173168,3184,0.016126246631194722,1.0,1.0,,,,,,,,,
200,173952,3200,0.025229285561300312,0.9375,0.9375,,,,,,,,,
201,174736,3216,0.02297220395961025,1.0,1.0,0.020295028927362183,1.0,1.0,,,,,,
202,175648,3232,0.019028384327403145,0.9375,0.9375,,,,,,,,,
203,176560,3248,0.018092205488438987,0.9375,0.9375,,,,,,,,,
204,177216,3264,0.021156790219327377,0.9375,0.9375,,,,,,,,,
205,178128,3280,0.017107024953454907,1.0,1.0,,,,,,,,,
206,178912,3296,0.015958295452108282,1.0,1.0,,,,,,,,,
207,179568,3312,0.029287816056487826,1.0,1.0,,,,,,,,,
208,180480,3328,0.017255402554116183,1.0,1.0,,,,,,,,,
209,181264,3344,0.02389098932675059,1.0,1.0,0.017557661242142898,1.0,1.0,,,,,,
210,182048,3360,0.01787200698400208,1.0,1.0,,,,,,,,,
211,182960,3376,0.020123841981762782,1.0,1.0,,,,,,,,,
212,183744,3392,0.024917962854786615,1.0,1.0,,,,,,,,,
213,184528,3408,0.02019863165721707,0.9375,0.9375,,,,,,,,,
214,185184,3424,0.02383389646563046,1.0,1.0,,,,,,,,,
215,186096,3440,0.017619384096852368,1.0,1.0,,,,,,,,,
216,186880,3456,0.020300698104997916,1.0,1.0,,,,,,,,,
217,187536,3472,0.018986756036441423,1.0,1.0,0.016896829364221242,1.0,1.0,,,,,,
218,188320,3488,0.019266984153897892,0.9375,0.9375,,,,,,,,,
219,189360,3504,0.015608206112927975,1.0,1.0,,,,,,,,,
220,190272,3520,0.019501421533653106,1.0,1.0,,,,,,,,,
221,191312,3536,0.01595642883228834,1.0,1.0,,,,,,,,,
222,192224,3552,0.01810432880667447,1.0,1.0,,,,,,,,,
223,193264,3568,0.014713881010082731,1.0,1.0,,,,,,,,,
224,194304,3584,0.0200760438657025,1.0,1.0,,,,,,,,,
225,195216,3600,0.017988532871177083,1.0,1.0,0.019118925146422043,1.0,1.0,,,,,,
226,196256,3616,0.016840614879594682,0.875,0.875,,,,,,,,,
227,197040,3632,0.020406345799466787,1.0,1.0,,,,,,,,,
228,197952,3648,0.01724361680497168,1.0,1.0,,,,,,,,,
229,198864,3664,0.021731896782478655,0.9375,0.9375,,,,,,,,,
230,199904,3680,0.014332197058641612,1.0,1.0,,,,,,,,,
231,200688,3696,0.02457707099043849,1.0,1.0,,,,,,,,,
232,201472,3712,0.02003483270555061,1.0,1.0,,,,,,,,,
233,202256,3728,0.02249543538801807,1.0,1.0,0.02052186085623845,0.9375,0.9375,,,,,,
234,202912,3744,0.033930440638741406,0.9375,0.9375,,,,,,,,,
235,203696,3760,0.020655247603914406,1.0,1.0,,,,,,,,,
236,204480,3776,0.022901811375767047,0.9375,0.9375,,,,,,,,,
237,205392,3792,0.01408658578111824,1.0,1.0,,,,,,,,,
238,206176,3808,0.015941418139488708,1.0,1.0,,,,,,,,,
239,207088,3824,0.01966025194792045,0.9375,0.9375,,,,,,,,,
240,207872,3840,0.02336229352558083,0.9375,0.9375,,,,,,,,,
241,208912,3856,0.018285898018618952,1.0,1.0,0.018397367405350827,1.0,1.0,,,,,,
242,209696,3872,0.01833383940539723,0.9375,0.9375,,,,,,,,,
243,210480,3888,0.022806411069024077,0.9375,0.9375,,,,,,,,,
244,211392,3904,0.019917151660722863,1.0,1.0,,,,,,,,,
245,212048,3920,0.01857025930661712,1.0,1.0,,,,,,,,,
246,212832,3936,0.021703572666529756,1.0,1.0,,,,,,,,,
247,213744,3952,0.01863810938012908,0.9375,0.9375,,,,,,,,,
248,214656,3968,0.02201901641757331,0.9375,0.9375,,,,,,,,,
249,215312,3984,0.02294649200320964,1.0,1.0,0.021416791426025157,1.0,1.0,,,,,,
250,216096,4000,0.020140705959789406,0.9375,0.9375,,,,,,,,,
251,217264,4016,0.017440457289181067,1.0,1.0,,,,,,,,,
252,217920,4032,0.023032594308941046,1.0,1.0,,,,,,,,,
253,218832,4048,0.016503154214936203,1.0,1.0,,,,,,,,,
254,219360,4064,0.01981903737487414,1.0,1.0,,,,,,,,,
255,220016,4080,0.022220086690193964,1.0,1.0,,,,,,,,,
256,220800,4096,0.02104436648067728,0.9375,0.9375,,,,,,,,,
257,221584,4112,0.022505466920371194,1.0,1.0,0.023289633715251057,1.0,1.0,,,,,,
258,222496,4128,0.0209340064114029,0.9375,0.9375,,,,,,,,,
259,223152,4144,0.01931328937937542,1.0,1.0,,,,,,,,,
260,223808,4160,0.02423192347655413,1.0,1.0,,,,,,,,,
261,224720,4176,0.017213118260256045,0.9375,0.9375,,,,,,,,,
262,225504,4192,0.018829514452008502,1.0,1.0,,,,,,,,,
263,226416,4208,0.019232914734690375,0.875,0.875,,,,,,,,,
264,227328,4224,0.018048354611983085,0.9375,0.9375,,,,,,,,,
265,228240,4240,0.01606919361177022,0.9375,0.9375,0.019181050344766717,1.0,1.0,,,,,,
266,229152,4256,0.01726567174756285,1.0,1.0,,,,,,,,,
267,229936,4272,0.019221151066681163,0.9375,0.9375,,,,,,,,,
268,230592,4288,0.02363262940655204,1.0,1.0,,,,,,,,,
269,231376,4304,0.018171292721158444,1.0,1.0,,,,,,,,,
270,232160,4320,0.019984379551767878,0.875,0.875,,,,,,,,,
271,232944,4336,0.021186816115608548,0.875,0.875,,,,,,,,,
272,233728,4352,0.025148690911203937,1.0,1.0,,,,,,,,,
273,234512,4368,0.02142191286101024,1.0,1.0,0.017894288177988396,1.0,1.0,,,,,,
274,235424,4384,0.016267661841623392,0.9375,0.9375,,,,,,,,,
275,236336,4400,0.018415457384288465,1.0,1.0,,,,,,,,,
276,237248,4416,0.01991487673231989,1.0,1.0,,,,,,,,,
277,237904,4432,0.021730546678013975,0.9375,0.9375,,,,,,,,,
278,238688,4448,0.02147592679783619,1.0,1.0,,,,,,,,,
279,239472,4464,0.023303753944596602,1.0,1.0,,,,,,,,,
280,240384,4480,0.016048450609951682,1.0,1.0,,,,,,,,,
281,241040,4496,0.0205272510049092,1.0,1.0,0.024350905629347837,1.0,1.0,,,,,,
282,241952,4512,0.016846261506153398,1.0,1.0,,,,,,,,,
283,242608,4528,0.023638076286706562,1.0,1.0,,,,,,,,,
284,243520,4544,0.017395653924744466,1.0,1.0,,,,,,,,,
285,244432,4560,0.014851081471656957,1.0,1.0,,,,,,,,,
286,245216,4576,0.018653017988069773,0.875,0.875,,,,,,,,,
287,246000,4592,0.021449831090149776,0.9375,0.9375,,,,,,,,,
288,247040,4608,0.0205610597187237,1.0,1.0,,,,,,,,,
289,247824,4624,0.017920179894321868,1.0,1.0,0.01772163472074794,1.0,1.0,,,,,,
290,248736,4640,0.018936611750679535,1.0,1.0,,,,,,,,,
291,249648,4656,0.015278751022333708,1.0,1.0,,,,,,,,,
292,250560,4672,0.02030547294727057,0.9375,0.9375,,,,,,,,,
293,251344,4688,0.01902990308608575,1.0,1.0,,,,,,,,,
294,252256,4704,0.01645058240424776,1.0,1.0,,,,,,,,,
295,253040,4720,0.022286324762447598,1.0,1.0,,,,,,,,,
296,253696,4736,0.020892545561563107,1.0,1.0,,,,,,,,,
297,254608,4752,0.021179728974274375,1.0,1.0,0.017824270832110998,1.0,1.0,,,,,,
298,255776,4768,0.015404021726498249,1.0,1.0,,,,,,,,,
299,256688,4784,0.017886278147933095,0.9375,0.9375,,,,,,,,,
300,257472,4800,0.02103638349611894,1.0,1.0,,,,,,,,,
301,258384,4816,0.016929284217706352,1.0,1.0,,,,,,,,,
302,259168,4832,0.022630603206361,1.0,1.0,,,,,,,,,
303,259952,4848,0.020620308511045096,1.0,1.0,,,,,,,,,
304,260608,4864,0.018380840926879048,0.9375,0.9375,,,,,,,,,
305,261392,4880,0.018041506975775595,1.0,1.0,0.0197904240805824,1.0,1.0,,,,,,
306,262304,4896,0.020917940762409933,0.9375,0.9375,,,,,,,,,
307,263216,4912,0.01750594876101494,1.0,1.0,,,,,,,,,
308,264128,4928,0.022653135874965397,1.0,1.0,,,,,,,,,
309,264912,4944,0.02246564625490464,1.0,1.0,,,,,,,,,
310,265568,4960,0.021609598756100242,1.0,1.0,,,,,,,,,
311,266480,4976,0.01940927416202093,1.0,1.0,,,,,,,,,
312,267392,4992,0.0170919256374363,1.0,1.0,,,,,,,,,
313,268304,5008,0.019601424067442884,1.0,1.0,0.024576077922683456,1.0,1.0,,,,,,
314,269216,5024,0.021121477198719762,1.0,1.0,,,,,,,,,
315,270128,5040,0.02439086935637826,1.0,1.0,,,,,,,,,
316,271168,5056,0.019870402465243017,1.0,1.0,,,,,,,,,
317,271952,5072,0.018225676049687348,1.0,1.0,,,,,,,,,
318,272608,5088,0.018942565964228608,1.0,1.0,,,,,,,,,
319,273648,5104,0.015402213897912277,1.0,1.0,,,,,,,,,
320,274304,5120,0.025965161383180658,1.0,1.0,,,,,,,,,
321,274960,5136,0.018519585075506256,1.0,1.0,0.019160658552427205,1.0,1.0,,,,,,
322,275872,5152,0.017417813133443715,1.0,1.0,,,,,,,,,
323,276656,5168,0.019978288967056418,1.0,1.0,,,,,,,,,
324,277312,5184,0.019328173956600497,0.9375,0.9375,,,,,,,,,
325,278096,5200,0.023802440923928997,0.9375,0.9375,,,,,,,,,
326,278880,5216,0.01791940715552509,1.0,1.0,,,,,,,,,
327,279920,5232,0.01640345512610267,1.0,1.0,,,,,,,,,
328,280832,5248,0.014657883797012475,1.0,1.0,,,,,,,,,
329,281488,5264,0.021688862218951048,1.0,1.0,0.02279745877298345,1.0,1.0,,,,,,
330,282272,5280,0.016906286608561534,0.9375,0.9375,,,,,,,,,
331,283056,5296,0.025573235830041962,1.0,1.0,,,,,,,,,
332,283968,5312,0.013506132287328032,1.0,1.0,,,,,,,,,
333,284880,5328,0.013570157068120025,0.9375,0.9375,,,,,,,,,
334,285664,5344,0.01931730742548287,1.0,1.0,,,,,,,,,
335,286576,5360,0.018618850944696015,1.0,1.0,,,,,,,,,
336,287360,5376,0.01922137895453962,1.0,1.0,,,,,,,,,
337,288272,5392,0.01681026962558852,1.0,1.0,0.023130377651610846,1.0,1.0,,,,,,
338,289184,5408,0.01790922103144096,1.0,1.0,,,,,,,,,
339,290096,5424,0.01771858070619958,0.9375,0.9375,,,,,,,,,
340,290752,5440,0.021644808192894292,0.875,0.875,,,,,,,,,
341,291536,5456,0.017580392224018245,1.0,1.0,,,,,,,,,
342,292576,5472,0.014968244578564906,1.0,1.0,,,,,,,,,
343,293616,5488,0.015653882647424948,0.9375,0.9375,,,,,,,,,
344,294400,5504,0.020574561004352367,1.0,1.0,,,,,,,,,
345,295312,5520,0.0205839989193024,0.9375,0.9375,0.02103838591877699,1.0,1.0,,,,,,
346,296096,5536,0.02183669291386896,1.0,1.0,,,,,,,,,
347,296752,5552,0.020529746418966627,1.0,1.0,,,,,,,,,
348,297664,5568,0.01767286845471452,0.875,0.875,,,,,,,,,
349,298832,5584,0.015351806438315331,0.9375,0.9375,,,,,,,,,
350,299488,5600,0.019532964231720826,1.0,1.0,,,,,,,,,
351,300272,5616,0.015947437738442243,1.0,1.0,,,,,,,,,
352,301184,5632,0.018528445558900358,1.0,1.0,,,,,,,,,
353,301968,5648,0.01850262154493644,1.0,1.0,0.021827288291908456,1.0,1.0,,,,,,
354,303008,5664,0.015842587764598973,0.9375,0.9375,,,,,,,,,
355,303792,5680,0.02332486670431005,0.9375,0.9375,,,,,,,,,
356,304704,5696,0.019722450650244,0.9375,0.9375,,,,,,,,,
357,305360,5712,0.023351803664478896,1.0,1.0,,,,,,,,,
358,306272,5728,0.01753135371888545,1.0,1.0,,,,,,,,,
359,307184,5744,0.023873285986099647,0.875,0.875,,,,,,,,,
360,308096,5760,0.01652888815500481,1.0,1.0,,,,,,,,,
361,309008,5776,0.018025429824310775,0.9375,0.9375,0.01704699789960078,1.0,1.0,,,,,,
362,309792,5792,0.013991087911851613,1.0,1.0,,,,,,,,,
363,310960,5808,0.016859325396393763,1.0,1.0,,,,,,,,,
364,311744,5824,0.02096443382395724,0.9375,0.9375,,,,,,,,,
365,312528,5840,0.01700354088432145,1.0,1.0,,,,,,,,,
366,313312,5856,0.017911100713128295,1.0,1.0,,,,,,,,,
367,314224,5872,0.017536784619382257,1.0,1.0,,,,,,,,,
368,314880,5888,0.023344043307044104,0.8125,0.8125,,,,,,,,,
369,315664,5904,0.020437871038211694,1.0,1.0,0.019032794583518624,1.0,1.0,,,,,,
370,316448,5920,0.019716961219083184,1.0,1.0,,,,,,,,,
371,317360,5936,0.01706451591986333,0.9375,0.9375,,,,,,,,,
372,318272,5952,0.012900804177899903,1.0,1.0,,,,,,,,,
373,319184,5968,0.018460875368910723,1.0,1.0,,,,,,,,,
374,319968,5984,0.017822151742403775,1.0,1.0,,,,,,,,,
375,321008,6000,0.016563621009659215,0.9375,0.9375,,,,,,,,,
376,322048,6016,0.017345898930173007,0.9375,0.9375,,,,,,,,,
377,322704,6032,0.019283795015696797,0.9375,0.9375,0.015751902205686858,1.0,1.0,,,,,,
378,323744,6048,0.016668531086000516,0.875,0.875,,,,,,,,,
379,324656,6064,0.017531595979249755,0.875,0.875,,,,,,,,,
380,325696,6080,0.01625204056410581,1.0,1.0,,,,,,,,,
381,326352,6096,0.020517118550539414,0.875,0.875,,,,,,,,,
